44 Bartlett St,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
122 Highland Rd,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
188 Central St,4,Somerville,MA,2145,,,,,,,,,,,,,,,,,
73 Adams St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
270 Cedar St,8,Somerville,MA,2145,,,,,,,,,,,,,,,,,
339 Lowell St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
56 Cedar St,A,Somerville,MA,2144,,,,,,,,,,,,,,,,,
8 MORRISON Ave,,,MA,2144,,,,,,,,,,,,,,,,,
36 Richardson St,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
277 Summer St,2,Somerville,MA,2144,,,,,,,,,,,,,,,,,
83 Josephine Ave,3,Somerville,MA,2144,,,,,,,,,,,,,,,,,
11 Aberdeen Rd,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
71 Hudson St,,Somerville,MA,2143,,,,,,,,,,,,,,,,,
23 Norwood Ave,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
82 Partridge Ave,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
60 Albion St,2,Somerville,MA,2143,,,,,,,,,,,,,,,,,
400 Broadway,#1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
26 Boston Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
59 Elm St,2,Somerville,MA,2144,,,,,,,,,,,,,,,,,
129 Hudson St,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
22 Porter St,R,Somerville,MA,2143,,,,,,,,,,,,,,,,,
16 Highland Rd,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
42 Morrison Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
4 Princeton St,3,Somerville,MA,2144,,,,,,,,,,,,,,,,,
273 Highland Ave,3,Somerville,MA,2143,,,,,,,,,,,,,,,,,
156 Albion St,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
14 Cutler St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
39 Linden Ave,,Somerville,MA,2143,,,,,,,,,,,,,,,,,
799 Somerville Ave,2,Somerville,MA,2143,,,,,,,,,,,,,,,,,
19 Warwick St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
294 Highland Ave,3,Somerville,MA,2144,,,,,,,,,,,,,,,,,
272 Cedar St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
43 Josephine Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
147 Albion St,2,Somerville,MA,2144,,,,,,,,,,,,,,,,,
86 Pearson Ave,2,Somerville,MA,2144,,,,,,,,,,,,,,,,,
106 Hudson St,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
745 Somerville Ave,2,Somerville,MA,2143,,,,,,,,,,,,,,,,,
77 Partridge Ave,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
24 Prichard Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
18 Morrison Ave,3,Somerville,MA,2144,,,,,,,,,,,,,,,,,
254 Cedar St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
127 Albion St,3,Somerville,MA,2144,,,,,,,,,,,,,,,,,
259 Highland Ave,1,Somerville,MA,2143,,,,,,,,,,,,,,,,,
42 Hudson St,1,Somerville,MA,2143,,,,,,,,,,,,,,,,,
44 Boston Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
9 Fennell St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
66 Porter St,,Somerville,MA,2143,,,,,,,,,,,,,,,,,
65 Murdock St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
49 Highland Rd,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
12 Boston Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
54 Bartlett St,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
118 Albion St,2,Somerville,MA,2144,,,,,,,,,,,,,,,,,
89 Cedar St,2,Somerville,MA,2143,,,,,,,,,,,,,,,,,
170 Hudson St,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
561 Broadway,C1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
3 Lester Ter,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
9 BERWICK St,Unit 2,,MA,2145,,,,,,,,,,,,,,,,,
67 Cedar St,,Somerville,MA,2143,,,,,,,,,,,,,,,,,
28 Partridge Ave,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
15 Prichard Ave,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
12 Alpine St,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
19 Albion St,3,Somerville,MA,2143,,,,,,,,,,,,,,,,,
216 Cedar St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
433 Broadway,52,Somerville,MA,2145,,,,,,,,,,,,,,,,,
75 Prichard Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
11 Fisk Ave,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
36 Linden Ave,1,Somerville,MA,2143,,,,,,,,,,,,,,,,,
1 Cedar St,1,Somerville,MA,2143,,,,,,,,,,,,,,,,,
9 Hall St,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
68 Trull St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
10 Roberts St,25,Somerville,MA,2145,,,,,,,,,,,,,,,,,
54 Bartlett St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
189 Lowell St,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
21 Conwell St,1,Somerville,MA,2143,,,,,,,,,,,,,,,,,
6 Morrison Ave,A A,Somerville,MA,2144,,,,,,,,,,,,,,,,,
55 Hinckley St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
483 Medford St,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
303 Lowell St,5,Somerville,MA,2145,,,,,,,,,,,,,,,,,
87 Glenwood Rd,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
7 RICHARDSON Ter,,,MA,2145,,,,,,,,,,,,,,,,,
391 Broadway,307,Somerville,MA,2145,,,,,,,,,,,,,,,,,
10 Boston Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
46 Prichard Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
21 Cherry St,5,Somerville,MA,2144,,,,,,,,,,,,,,,,,
33 Lexington Ave,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
48 Hudson St,A,Somerville,MA,2143,,,,,,,,,,,,,,,,,
75 Bartlett St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
61 Adams St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
11 Albion St,1 R R,Somerville,MA,2143,,,,,,,,,,,,,,,,,
100 Vernon St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
183 Highland Ave,2,Somerville,MA,2143,,,,,,,,,,,,,,,,,
12 Beacon Ter,1,Somerville,MA,2143,,,,,,,,,,,,,,,,,
480 Broadway,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
10 Morrison Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
17 Spencer Ave,2,Somerville,MA,2144,,,,,,,,,,,,,,,,,
23 Warwick St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
33 Robinson St,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
76 Bartlett St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
60 Bartlett St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
19 Spencer Ave,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
184 LOWELL St,Unit 3,,MA,2144,,,,,,,,,,,,,,,,,
60 Vernon St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
24 Albion St,2,Somerville,MA,2143,,,,,,,,,,,,,,,,,
48 Lexington Ave,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
72 Highland Rd,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
32 Robinson St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
225 Cedar St,1R,Somerville,MA,2145,,,,,,,,,,,,,,,,,
474 Broadway,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
60 Adams St,1F,Somerville,MA,2145,,,,,,,,,,,,,,,,,
259 SUMMER St,Unit 12,,MA,2143,,,,,,,,,,,,,,,,,
90 Prichard Ave,2,Somerville,MA,2144,,,,,,,,,,,,,,,,,
480 Medford St,5,Somerville,MA,2145,,,,,,,,,,,,,,,,,
89 Partridge Ave,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
14 Nashua St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
29 Robinson St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
45 Main St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
82 PEARSON Ave,Unit 2,,MA,2144,,,,,,,,,,,,,,,,,
38 Porter St,,Somerville,MA,2143,,,,,,,,,,,,,,,,,
88 Porter St,1,Somerville,MA,2143,,,,,,,,,,,,,,,,,
42 Morrison Ave,2,Somerville,MA,2144,,,,,,,,,,,,,,,,,
145 Sycamore St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
30 Murdock St,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
48 Princeton St,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
10 Nashua St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
9 Highland Rd,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
7 Lexington Ave,1,Somerville,MA,2144,,,,,,,,,,,,,,,,,
5 Miner St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
35 Rogers Ave,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
79 Vernon St,,Somerville,MA,2145,,,,,,,,,,,,,,,,,
8 Bartlett St,1,Somerville,MA,2145,,,,,,,,,,,,,,,,,
33 Main St,2,Somerville,MA,2145,,,,,,,,,,,,,,,,,
30 PEARSON Ave,Unit 2,,MA,2144,,,,,,,,,,,,,,,,,
91 Alpine St,2,Somerville,MA,2144,,,,,,,,,,,,,,,,,
10 Porter St,1,Somerville,MA,2143,,,,,,,,,,,,,,,,,
27 Milton St,,Somerville,MA,2144,,,,,,,,,,,,,,,,,
